Number,TimeStamp,Acc.Voltage,Ñrankshaft rotation speed,Additional generator power,Consumption power,Grid voltage,Fuel,Acc.voltage,Fuel2,Grid2,Acc2,N,
317.0000000,3170.0000000,12.2000000,343.1399500,0.0000000,805.6299900,12.3273880,33.9989330,12.2000000,33.0891292,11.9975099,12.2000000,0.9732402,
318.0000000,3180.0000000,12.2000000,358.0975000,0.0000000,758.1611900,12.3670330,33.9445870,12.2000000,33.9453260,12.3673022,12.2000000,1.0000218,
319.0000000,3190.0000000,12.2000000,341.9282300,0.0000000,736.5001700,12.3862430,33.8902370,12.2000000,34.0850346,12.4574378,12.2000000,1.0057479,
320.0000000,3200.0000000,12.2000000,330.3827700,0.0000000,760.5619700,12.3673570,33.8384570,12.2000000,33.6630765,12.3032585,12.2000000,0.9948171,
321.0000000,3210.0000000,12.2000000,326.0908300,0.0000000,853.9908100,12.2896000,33.7878120,12.2000000,33.8819786,12.3238511,12.2000000,1.0027870,
322.0000000,3220.0000000,12.2000000,354.3323500,0.0000000,881.4352000,12.2656720,33.7355840,12.2000000,34.0271017,12.3716628,12.2000000,1.0086413,
323.0000000,3230.0000000,12.2000000,372.4232000,0.0000000,863.4271800,12.2794360,33.6792340,12.2000000,33.0224014,12.0399551,12.2000000,0.9804974,
324.0000000,3240.0000000,12.2000000,379.1398300,0.0000000,816.5253100,12.3182360,33.6211060,12.2000000,34.1890522,12.5263224,12.2000000,1.0168925,
325.0000000,3250.0000000,12.2000000,271.1294300,0.0000000,783.8509600,12.3463990,33.5688440,12.2000000,34.0306255,12.5162392,12.2000000,1.0137563,
326.0000000,3260.0000000,12.2000000,298.3969000,0.0000000,767.5920200,12.3612420,33.5245440,12.2000000,33.8001757,12.4628735,12.2000000,1.0082218,
327.0000000,3270.0000000,12.2000000,308.6686800,0.0000000,812.7934400,12.3240400,33.4775310,12.2000000,33.4367778,12.3090376,12.2000000,0.9987827,
328.0000000,3280.0000000,12.2000000,312.4944200,0.0000000,850.0458500,12.2922040,33.4295120,12.2000000,33.7991605,12.4281257,12.2000000,1.0110576,
329.0000000,3290.0000000,12.2000000,313.9138000,0.0000000,845.0982900,12.2950050,33.3811170,12.2000000,33.6200218,12.3829989,12.2000000,1.0071569,
330.0000000,3300.0000000,12.2000000,314.4360600,0.0000000,802.4995400,12.3298690,33.3325830,12.2000000,32.9883960,12.2025527,12.2000000,0.9896742,
331.0000000,3310.0000000,12.2000000,321.3507800,0.0000000,757.5400700,12.3679700,33.2835470,12.2000000,32.4054447,12.0416724,12.2000000,0.9736175,
332.0000000,3320.0000000,12.2000000,325.6307100,0.0000000,755.7421700,12.3707890,33.2335280,12.2000000,33.2519144,12.3776331,12.2000000,1.0005532,
333.0000000,3330.0000000,12.2000000,327.2190400,0.0000000,794.8843900,12.3389640,33.1830890,12.2000000,33.0286295,12.2815290,12.2000000,0.9953452,
334.0000000,3340.0000000,12.2000000,292.4529100,0.0000000,838.9793900,12.3017540,33.1348690,12.2000000,33.3499308,12.3815985,12.2000000,1.0064905,
335.0000000,3350.0000000,12.2000000,270.5336800,0.0000000,847.4864300,12.2933700,33.0916600,12.2000000,33.5713754,12.4715817,12.2000000,1.0144966,
336.0000000,3360.0000000,12.2000000,262.3972900,0.0000000,844.5282800,12.2949010,33.0506050,12.2000000,32.4215739,12.0609000,12.2000000,0.9809676,
337.0000000,3370.0000000,12.2000000,271.3027600,0.0000000,798.3071500,12.3337030,33.0095460,12.2000000,33.3143110,12.4475755,12.2000000,1.0092326,
338.0000000,3380.0000000,12.2000000,277.6519200,0.0000000,783.2610800,12.3474830,32.9670720,12.2000000,32.2676692,12.0855288,12.2000000,0.9787848,
339.0000000,3390.0000000,12.2000000,280.0121400,0.0000000,813.2248000,12.3235710,32.9239740,12.2000000,33.1449570,12.4062858,12.2000000,1.0067119,
340.0000000,3400.0000000,12.2000000,226.4966200,0.0000000,860.6498100,12.2839510,32.8842980,12.2000000,32.2920301,12.0627089,12.2000000,0.9819893,
341.0000000,3410.0000000,12.2000000,192.7644100,0.0000000,887.0543700,12.1970070,32.8523350,12.2000000,32.8765752,12.2060066,12.2000000,1.0007379,
342.0000000,3420.0000000,12.2000000,302.4971900,0.0000000,862.6291400,12.2799770,32.8099060,12.2000000,32.5745606,12.1918927,12.2000000,0.9928270,
343.0000000,3430.0000000,12.2000000,330.2661200,0.0000000,814.9509100,12.3196210,32.7614930,12.2000000,32.5535115,12.2414117,12.2000000,0.9936516,
344.0000000,3440.0000000,12.2000000,349.6446500,0.0000000,787.8550600,12.3432650,32.7087450,12.2000000,32.3739966,12.2169414,12.2000000,0.9897658,
345.0000000,3450.0000000,12.2000000,356.8466700,0.0000000,806.2533900,12.3291710,32.6540920,12.2000000,32.0945763,12.1179152,12.2000000,0.9828654,
346.0000000,3460.0000000,12.2000000,275.1884400,0.0000000,777.1940800,12.3536600,32.6019380,12.2000000,32.7834249,12.4224297,12.2000000,1.0055668,
347.0000000,3470.0000000,12.2000000,312.6707700,0.0000000,809.5560500,12.3257500,32.5561160,12.2000000,32.7978207,12.4172594,12.2000000,1.0074242,
348.0000000,3480.0000000,12.2000000,326.8744600,0.0000000,797.5531000,12.3344610,32.5065440,12.2000000,32.4509114,12.3133515,12.2000000,0.9982886,
349.0000000,3490.0000000,12.2000000,319.1005200,0.0000000,752.2172400,12.3717870,32.4564590,12.2000000,32.3354082,12.3256447,12.2000000,0.9962704,
350.0000000,3500.0000000,12.2000000,312.8833200,0.0000000,715.2300500,12.4034110,32.4077280,12.2000000,32.3757144,12.3911584,12.2000000,0.9990122,
351.0000000,3510.0000000,12.2000000,310.5693900,0.0000000,738.5117500,12.3853300,32.3596080,12.2000000,32.3213692,12.3706945,12.2000000,0.9988183,
352.0000000,3520.0000000,12.2000000,293.6294300,0.0000000,781.2997100,12.3502980,32.3127950,12.2000000,32.7236871,12.5073454,12.2000000,1.0127161,
353.0000000,3530.0000000,12.2000000,283.2426100,0.0000000,822.1683800,12.3155960,32.2683720,12.2000000,32.0599066,12.2360328,12.2000000,0.9935396,
354.0000000,3540.0000000,12.2000000,279.3884000,0.0000000,823.5440900,12.3131280,32.2249690,12.2000000,32.2207288,12.3115078,12.2000000,0.9998684,
355.0000000,3550.0000000,12.2000000,218.9991200,0.0000000,784.1620300,12.3451630,32.1859030,12.2000000,32.4183219,12.4343091,12.2000000,1.0072211,
356.0000000,3560.0000000,12.2000000,302.3878200,0.0000000,739.7730100,12.3826130,32.1505450,12.2000000,31.8199375,12.2552812,12.2000000,0.9897169,
357.0000000,3570.0000000,12.2000000,281.3818000,0.0000000,731.6817600,12.3906680,32.1056070,12.2000000,32.1489253,12.4073860,12.2000000,1.0013492,
358.0000000,3580.0000000,12.2000000,365.0787000,0.0000000,766.8705000,12.3622710,32.0567200,12.2000000,31.9452521,12.3192848,12.2000000,0.9965228,
359.0000000,3590.0000000,12.2000000,292.3491100,0.0000000,812.9868300,12.3235440,31.9968190,12.2000000,31.6385080,12.1855409,12.2000000,0.9888017,
360.0000000,3600.0000000,12.2000000,262.1577800,0.0000000,827.6316200,12.3100940,31.9565630,12.2000000,32.3150002,12.4481688,12.2000000,1.0112164,
361.0000000,3610.0000000,12.2000000,285.9281400,0.0000000,784.1961500,12.3440750,31.9195000,12.2000000,31.6885603,12.2547648,12.2000000,0.9927649,
362.0000000,3620.0000000,12.2000000,212.3982300,0.0000000,736.8180500,12.3848330,31.8811260,12.2000000,31.9452083,12.4097270,12.2000000,1.0020100,
363.0000000,3630.0000000,12.2000000,309.8775200,0.0000000,715.9128200,12.4034240,31.8433870,12.2000000,31.3523741,12.2121679,12.2000000,0.9845804,
364.0000000,3640.0000000,12.2000000,225.5705300,0.0000000,740.7000200,12.3839220,31.8016240,12.2000000,31.8855157,12.4165904,12.2000000,1.0026380,
365.0000000,3650.0000000,12.2000000,177.8746500,0.0000000,788.3904300,12.1968930,31.7710570,12.2000000,31.3542286,12.0368728,12.2000000,0.9868802,
366.0000000,3660.0000000,12.2000000,160.1969100,0.0000000,824.2555600,12.1968380,31.7451720,12.2000000,31.4919587,12.0995507,12.2000000,0.9920236,
367.0000000,3670.0000000,12.2000000,209.6873100,0.0000000,805.4687800,12.1967830,31.7172530,12.2000000,31.9785084,12.2972481,12.2000000,1.0082370,
368.0000000,3680.0000000,12.2000000,242.3547100,0.0000000,758.4200000,12.3666640,31.6819390,12.2000000,31.4243661,12.2661235,12.2000000,0.9918700,
369.0000000,3690.0000000,12.2000000,254.4876300,0.0000000,726.3660500,12.3943260,31.6434150,12.2000000,32.2539015,12.6334458,12.2000000,1.0192927,
370.0000000,3700.0000000,12.2000000,267.1801600,0.0000000,738.7771900,12.3852730,31.5954680,12.2000000,31.2706968,12.2579642,12.2000000,0.9897210,
371.0000000,3710.0000000,12.2000000,322.2077100,0.0000000,778.6817700,12.3524620,31.5498930,12.2000000,31.3469272,12.2729965,12.2000000,0.9935668,
372.0000000,3720.0000000,12.2000000,347.0776700,0.0000000,815.4005800,12.3210520,31.4978900,12.2000000,31.8139521,12.4446862,12.2000000,1.0100344,
373.0000000,3730.0000000,12.2000000,215.9058800,0.0000000,809.6139000,12.3245550,31.4528820,12.2000000,31.5356741,12.3569964,12.2000000,1.0026323,
374.0000000,3740.0000000,12.2000000,227.3364300,0.0000000,766.6417100,12.3597510,31.4136300,12.2000000,32.0399172,12.6061649,12.2000000,1.0199368,
375.0000000,3750.0000000,12.2000000,173.0672200,0.0000000,725.9924400,12.1967250,31.3833940,12.2000000,31.4104523,12.2072408,12.2000000,1.0008622,
376.0000000,3760.0000000,12.2000000,75.5434080,0.0000000,720.3471500,12.1966770,31.3639950,12.2000000,31.9754371,12.4344516,12.2000000,1.0194950,
377.0000000,3770.0000000,12.2000000,75.0000030,0.0000000,759.9657400,12.1966270,31.3524030,12.2000000,31.0471859,12.0778923,12.2000000,0.9902650,
378.0000000,3780.0000000,12.2000000,75.0000000,0.0000000,803.7316000,12.1965740,31.3408190,12.2000000,31.1320365,12.1153243,12.2000000,0.9933383,
379.0000000,3790.0000000,12.2000000,75.0000000,0.0000000,811.4063800,12.1965200,31.3292340,12.2000000,31.2367773,12.1605265,12.2000000,0.9970489,
380.0000000,3800.0000000,12.2000000,75.0000000,0.0000000,775.9339200,12.1964660,31.3176500,12.2000000,31.7550667,12.3668152,12.2000000,1.0139671,
381.0000000,3810.0000000,12.2000000,75.0000000,0.0000000,791.5935000,12.1964110,31.3060660,12.2000000,31.3843764,12.2269197,12.2000000,1.0025014,
382.0000000,3820.0000000,12.2000000,75.0000000,0.0000000,777.3539400,12.1963590,31.2944810,12.2000000,31.1852023,12.1537699,12.2000000,0.9965081,
383.0000000,3830.0000000,12.2000000,75.0000000,0.0000000,807.9700700,12.1963060,31.2828970,12.2000000,30.9889385,12.0817000,12.2000000,0.9906032,
384.0000000,3840.0000000,12.2000000,75.0000000,0.0000000,855.2963500,12.1962500,31.2713120,12.2000000,31.1486463,12.1484087,12.2000000,0.9960774,
385.0000000,3850.0000000,12.2000000,75.0000000,0.0000000,875.8212200,12.1961910,31.2597280,12.2000000,31.6065762,12.3315161,12.2000000,1.0110957,
386.0000000,3860.0000000,12.2000000,75.0000000,0.0000000,774.8909700,12.1961370,31.2481440,12.2000000,30.3617776,11.8501886,12.2000000,0.9716346,
387.0000000,3870.0000000,12.2000000,75.0000000,0.0000000,727.1886800,12.1960860,31.2365590,12.2000000,31.3188957,12.2282338,12.2000000,1.0026359,
388.0000000,3880.0000000,12.2000000,75.0000000,0.0000000,700.7921000,12.1960380,31.2249750,12.2000000,30.9492157,12.0883303,12.2000000,0.9911686,
389.0000000,3890.0000000,12.2000000,75.0000000,0.0000000,719.9666700,12.1959900,31.2133900,12.2000000,31.5149013,12.3137993,12.2000000,1.0096597,
390.0000000,3900.0000000,12.2000000,75.0000000,0.0000000,767.0833900,12.1959400,31.2018060,12.2000000,30.8216016,12.0473284,12.2000000,0.9878147,
391.0000000,3910.0000000,12.2000000,286.3968900,0.0000000,893.2370400,12.2559390,31.1794200,12.2000000,31.0602532,12.2090972,12.2000000,0.9961780,
392.0000000,3920.0000000,12.2000000,259.9892200,0.0000000,880.4229700,12.2653840,31.1289750,12.2000000,31.2797987,12.3248113,12.2000000,1.0048451,
393.0000000,3930.0000000,12.2000000,292.2748000,0.0000000,834.8314200,12.3029450,31.0860200,12.2000000,31.0260226,12.2791998,12.2000000,0.9980700,
394.0000000,3940.0000000,12.2000000,255.4963900,0.0000000,798.3833400,12.3341390,31.0430580,12.2000000,31.0945112,12.3545826,12.2000000,1.0016575,
395.0000000,3950.0000000,12.2000000,229.2090700,0.0000000,804.5889300,12.3302860,31.0059480,12.2000000,30.4507780,12.1095088,12.2000000,0.9820947,
396.0000000,3960.0000000,12.2000000,219.4368300,0.0000000,752.1835200,12.3745590,30.9714230,12.2000000,30.8158269,12.3123909,12.2000000,0.9949761,
397.0000000,3970.0000000,12.2000000,202.0030500,0.0000000,792.6058500,12.1958730,30.9387820,12.2000000,30.8384692,12.1563303,12.2000000,0.9967577,
398.0000000,3980.0000000,12.2000000,192.0157500,0.0000000,793.1372400,12.1958190,30.9084760,12.2000000,31.4713232,12.4179064,12.2000000,1.0182101,
399.0000000,3990.0000000,12.2000000,262.7168700,0.0000000,753.2847800,12.3186400,30.8787280,12.2000000,31.0767492,12.3976378,12.2000000,1.0064129,
400.0000000,4000.0000000,12.2000000,303.3417600,0.0000000,709.6886500,12.4077180,30.8307810,12.2000000,30.7063410,12.3576376,12.2000000,0.9959638,
401.0000000,4010.0000000,12.2000000,289.9005900,0.0000000,721.8307200,12.3989010,30.7851310,12.2000000,30.4881068,12.2792727,12.2000000,0.9903517,
402.0000000,4020.0000000,12.2000000,284.9143800,0.0000000,757.5850100,12.3700150,30.7408020,12.2000000,30.5790980,12.3049457,12.2000000,0.9947398,
403.0000000,4030.0000000,12.2000000,141.6359100,0.0000000,803.4780200,12.1957470,30.7064580,12.2000000,31.1402916,12.3680536,12.2000000,1.0141284,
404.0000000,4040.0000000,12.2000000,75.0026730,0.0000000,817.3168300,12.1956920,30.6927110,12.2000000,30.7807941,12.2306917,12.2000000,1.0028698,
405.0000000,4050.0000000,12.2000000,75.0000000,0.0000000,786.3780900,12.1956370,30.6811270,12.2000000,30.5997584,12.1632933,12.2000000,0.9973479,
406.0000000,4060.0000000,12.2000000,250.0161200,0.0000000,752.9716700,12.3666980,30.6617470,12.2000000,30.5220675,12.3103615,12.2000000,0.9954445,
407.0000000,4070.0000000,12.2000000,397.8606300,0.0000000,732.8294000,12.3893510,30.6098810,12.2000000,29.9187459,12.1096140,12.2000000,0.9774212,
408.0000000,4080.0000000,12.2000000,261.6814900,0.0000000,758.3342400,12.3692390,30.5656050,12.2000000,31.0855633,12.5796549,12.2000000,1.0170112,
409.0000000,4090.0000000,12.2000000,196.3983200,0.0000000,806.0377900,12.1961300,30.5293050,12.2000000,30.7505038,12.2844965,12.2000000,1.0072455,
410.0000000,4100.0000000,12.2000000,263.8473500,0.0000000,832.0816300,12.3067510,30.4863230,12.2000000,30.2966962,12.2302022,12.2000000,0.9937799,
411.0000000,4110.0000000,12.2000000,235.6452700,0.0000000,774.4562900,12.3535460,30.4481040,12.2000000,30.1146044,12.2182370,12.2000000,0.9890470,
412.0000000,4120.0000000,12.2000000,150.6071100,0.0000000,727.2736000,12.1955470,30.4176540,12.2000000,30.0413082,12.0446562,12.2000000,0.9876274,
413.0000000,4130.0000000,12.2000000,75.9164480,0.0000000,695.8501000,12.1954990,30.3998920,12.2000000,30.1953958,12.1134614,12.2000000,0.9932731,
414.0000000,4140.0000000,12.2000000,75.0000060,0.0000000,709.0746800,12.1954520,30.3882950,12.2000000,30.1670766,12.1066725,12.2000000,0.9927203,
415.0000000,4150.0000000,12.2000000,75.0000000,0.0000000,754.7887200,12.1954030,30.3767110,12.2000000,29.8863453,11.9985348,12.2000000,0.9838572,
416.0000000,4160.0000000,12.2000000,75.0000000,0.0000000,792.1956300,12.1953510,30.3651270,12.2000000,31.1657721,12.5169089,12.2000000,1.0263673,
417.0000000,4170.0000000,12.2000000,75.0000000,0.0000000,785.5716800,12.1952970,30.3535420,12.2000000,30.5312764,12.2667063,12.2000000,1.0058555,
418.0000000,4180.0000000,12.2000000,75.0000000,0.0000000,742.2395200,12.1952450,30.3419580,12.2000000,30.5221000,12.2676489,12.2000000,1.0059371,
419.0000000,4190.0000000,12.2000000,187.5022100,0.0000000,702.0386000,12.1951970,30.3198300,12.2000000,30.1463735,12.1254296,12.2000000,0.9942791,
420.0000000,4200.0000000,12.2000000,213.7453600,0.0000000,701.9294500,12.1951500,30.2885100,12.2000000,30.7609006,12.3853500,12.2000000,1.0155964,
421.0000000,4210.0000000,12.2000000,383.8091300,0.0000000,784.7737800,12.3473960,30.2438540,12.2000000,30.0109695,12.2523183,12.2000000,0.9922998,
422.0000000,4220.0000000,12.2000000,281.9695200,0.0000000,828.1987200,12.3107000,30.1986730,12.2000000,29.9425526,12.2062907,12.2000000,0.9915188,
423.0000000,4230.0000000,12.2000000,304.2684500,0.0000000,835.0388300,12.3036960,30.1531160,12.2000000,29.9122831,12.2054264,12.2000000,0.9920130,
424.0000000,4240.0000000,12.2000000,232.5627100,0.0000000,799.0072900,12.3328220,30.1107480,12.2000000,29.9508271,12.2673213,12.2000000,0.9946889,
425.0000000,4250.0000000,12.2000000,304.9154400,0.0000000,753.2313300,12.3696620,30.0768060,12.2000000,30.3792115,12.4940320,12.2000000,1.0100544,
426.0000000,4260.0000000,12.2000000,290.7867600,0.0000000,757.2270800,12.3692270,30.0301470,12.2000000,29.8029513,12.2756465,12.2000000,0.9924344,
427.0000000,4270.0000000,12.2000000,318.2879300,0.0000000,788.4868000,12.3442050,29.9836390,12.2000000,29.6454632,12.2049787,12.2000000,0.9887213,
428.0000000,4280.0000000,12.2000000,338.3777300,0.0000000,835.6995200,12.3047160,29.9326780,12.2000000,30.0166317,12.3392277,12.2000000,1.0028048,
429.0000000,4290.0000000,12.2000000,345.8478300,0.0000000,855.4588700,12.2870630,29.8797410,12.2000000,29.7033502,12.2145281,12.2000000,0.9940966,
430.0000000,4300.0000000,12.2000000,265.8519700,0.0000000,829.5982000,12.3074770,29.8316320,12.2000000,29.7113369,12.2578475,12.2000000,0.9959675,
431.0000000,4310.0000000,12.2000000,215.0539100,0.0000000,726.5538500,12.3933050,29.7951190,12.2000000,29.9174799,12.4442011,12.2000000,1.0041067,
432.0000000,4320.0000000,12.2000000,196.1960400,0.0000000,700.8622900,12.1950800,29.7635970,12.2000000,29.9884113,12.2871935,12.2000000,1.0075533,
433.0000000,4330.0000000,12.2000000,286.8231700,0.0000000,720.8071000,12.4004080,29.7273640,12.2000000,29.7738410,12.4197953,12.2000000,1.0015634,
434.0000000,4340.0000000,12.2000000,345.3599000,0.0000000,768.0486100,12.3612670,29.6778190,12.2000000,30.0755276,12.5269187,12.2000000,1.0134009,
435.0000000,4350.0000000,12.2000000,367.0951800,0.0000000,799.1531800,12.3343720,29.6225220,12.2000000,29.5225403,12.2927411,12.2000000,0.9966248,
436.0000000,4360.0000000,12.2000000,184.6295500,0.0000000,773.7724200,12.1982070,29.5778930,12.2000000,29.8922434,12.3278481,12.2000000,1.0106279,
437.0000000,4370.0000000,12.2000000,75.0676740,0.0000000,727.9389400,12.1950030,29.5605240,12.2000000,30.1165261,12.4243781,12.2000000,1.0188089,
438.0000000,4380.0000000,12.2000000,75.0000000,0.0000000,692.0414000,12.1949550,29.5489390,12.2000000,29.9816079,12.3735190,12.2000000,1.0146425,
439.0000000,4390.0000000,12.2000000,193.6673300,0.0000000,699.0833000,12.1949090,29.5333190,12.2000000,29.1551594,12.0387592,12.2000000,0.9871955,
440.0000000,4400.0000000,12.2000000,304.5328800,0.0000000,742.5903600,12.3825550,29.4934370,12.2000000,29.6091846,12.4311506,12.2000000,1.0039245,
441.0000000,4410.0000000,12.2000000,345.4190700,0.0000000,860.2958300,12.2837830,29.4427240,12.2000000,29.2562757,12.2059950,12.2000000,0.9936674,
442.0000000,4420.0000000,12.2000000,325.2359500,0.0000000,859.9862500,12.2827150,29.3903850,12.2000000,29.4285318,12.2986572,12.2000000,1.0012979,
443.0000000,4430.0000000,12.2000000,308.7134800,0.0000000,819.6758900,12.3155620,29.3416280,12.2000000,29.2093877,12.2600568,12.2000000,0.9954931,
444.0000000,4440.0000000,12.2000000,302.5627000,0.0000000,776.4294300,12.3521200,29.2944970,12.2000000,29.5363921,12.4541159,12.2000000,1.0082574,
445.0000000,4450.0000000,12.2000000,243.2480900,0.0000000,770.0074700,12.3587770,29.2517990,12.2000000,29.2303047,12.3496957,12.2000000,0.9992652,
446.0000000,4460.0000000,12.2000000,206.6936200,0.0000000,802.4618400,12.1970420,29.2175010,12.2000000,29.2976628,12.2305061,12.2000000,1.0027436,
447.0000000,4470.0000000,12.2000000,193.1285600,0.0000000,848.1169900,12.1948380,29.1867950,12.2000000,29.0281635,12.1285585,12.2000000,0.9945650,
448.0000000,4480.0000000,12.2000000,218.9053800,0.0000000,861.1454800,12.1947800,29.1553470,12.2000000,29.5639635,12.3656917,12.2000000,1.0140151,
449.0000000,4490.0000000,12.2000000,236.3341300,0.0000000,829.5688000,12.3074100,29.1199750,12.2000000,28.8039127,12.1738279,12.2000000,0.9891462,
450.0000000,4500.0000000,12.2000000,242.8091300,0.0000000,782.4184100,12.3468600,29.0828890,12.2000000,29.4421900,12.4993978,12.2000000,1.0123544,
451.0000000,4510.0000000,12.2000000,356.9187800,0.0000000,765.2381700,12.3623680,29.0376670,12.2000000,29.4475470,12.5368685,12.2000000,1.0141155,
452.0000000,4520.0000000,12.2000000,249.8517100,0.0000000,791.4527500,12.3416530,28.9835680,12.2000000,29.0776049,12.3816954,12.2000000,1.0032445,
453.0000000,4530.0000000,12.2000000,262.4505500,0.0000000,839.1544900,12.3019310,28.9439790,12.2000000,28.7851027,12.2344045,12.2000000,0.9945109,
454.0000000,4540.0000000,12.2000000,195.7282600,0.0000000,864.4867300,12.1950150,28.9077950,12.2000000,29.0339599,12.2482388,12.2000000,1.0043644,
455.0000000,4550.0000000,12.2000000,263.8361600,0.0000000,844.1591300,12.2954460,28.8647750,12.2000000,28.9650683,12.3381676,12.2000000,1.0034746,
456.0000000,4560.0000000,12.2000000,236.0727700,0.0000000,729.2245400,12.3910080,28.8265190,12.2000000,29.3269222,12.6061051,12.2000000,1.0173591,
457.0000000,4570.0000000,12.2000000,294.6583900,0.0000000,698.4382600,12.4176470,28.7863530,12.2000000,28.8503331,12.4452463,12.2000000,1.0022226,
458.0000000,4580.0000000,12.2000000,333.9791700,0.0000000,712.4721400,12.4072300,28.7373200,12.2000000,28.8012827,12.4348456,12.2000000,1.0022258,
459.0000000,4590.0000000,12.2000000,348.5860900,0.0000000,758.4204100,12.3693380,28.6844210,12.2000000,28.8220878,12.4287029,12.2000000,1.0047994,
460.0000000,4600.0000000,12.2000000,178.2731400,0.0000000,794.0384600,12.1955260,28.6418940,12.2000000,28.7977268,12.2618785,12.2000000,1.0054407,
461.0000000,4610.0000000,12.2000000,75.0594080,0.0000000,819.3257700,12.1946980,28.6248640,12.2000000,28.3545058,12.0795206,12.2000000,0.9905551,
462.0000000,4620.0000000,12.2000000,75.0000000,0.0000000,775.6487100,12.1946440,28.6132780,12.2000000,28.5203778,12.1550510,12.2000000,0.9967532,
463.0000000,4630.0000000,12.2000000,214.3192200,0.0000000,735.9087300,12.1945930,28.5960760,12.2000000,28.3438477,12.0870320,12.2000000,0.9911796,
464.0000000,4640.0000000,12.2000000,333.9573600,0.0000000,736.6440600,12.3867700,28.5522420,12.2000000,28.3643704,12.3052660,12.2000000,0.9934201,
465.0000000,4650.0000000,12.2000000,378.2647500,0.0000000,777.1786500,12.3537270,28.4966770,12.2000000,28.0198535,12.1470170,12.2000000,0.9832674,
466.0000000,4660.0000000,12.2000000,257.8941600,0.0000000,781.3184500,12.3497470,28.4455150,12.2000000,28.6794230,12.4512992,12.2000000,1.0082230,
467.0000000,4670.0000000,12.2000000,279.4524300,0.0000000,787.3199900,12.3434390,28.4037670,12.2000000,28.2747046,12.2873523,12.2000000,0.9954562,
468.0000000,4680.0000000,12.2000000,287.5751600,0.0000000,750.7406500,12.3730380,28.3598730,12.2000000,27.9239647,12.1828570,12.2000000,0.9846294,
469.0000000,4690.0000000,12.2000000,289.8981000,0.0000000,705.2095500,12.4086810,28.3207710,12.2000000,28.3965165,12.4418687,12.2000000,1.0026746,
470.0000000,4700.0000000,12.2000000,191.0180500,0.0000000,692.5877700,12.1947450,28.2838130,12.2000000,27.9267594,12.0407991,12.2000000,0.9873760,
471.0000000,4710.0000000,12.2000000,146.9053300,0.0000000,738.6458500,12.1945260,28.2582730,12.2000000,28.9675864,12.5006219,12.2000000,1.0251011,
472.0000000,4720.0000000,12.2000000,75.8412030,0.0000000,785.7308600,12.1944740,28.2402790,12.2000000,27.6731447,11.9495789,12.2000000,0.9799175,
473.0000000,4730.0000000,12.2000000,75.0000050,0.0000000,804.7184900,12.1944210,28.2286840,12.2000000,28.1005525,12.1390699,12.2000000,0.9954609,
474.0000000,4740.0000000,12.2000000,75.0000000,0.0000000,778.1522500,12.1943670,28.2170990,12.2000000,28.4890766,12.3119055,12.2000000,1.0096388,
475.0000000,4750.0000000,12.2000000,75.0000000,0.0000000,730.4570200,12.1943160,28.2055150,12.2000000,27.8830130,12.0548861,12.2000000,0.9885660,
476.0000000,4760.0000000,12.2000000,75.0000000,0.0000000,741.5943300,12.1942660,28.1939310,12.2000000,28.4941110,12.3240980,12.2000000,1.0106470,
477.0000000,4770.0000000,12.2000000,75.0000000,0.0000000,762.3047800,12.1942150,28.1823460,12.2000000,27.6464234,11.9623267,12.2000000,0.9809837,
478.0000000,4780.0000000,12.2000000,193.1658100,0.0000000,809.6562600,12.1941620,28.1657430,12.2000000,28.6187062,12.3902692,12.2000000,1.0160821,
479.0000000,4790.0000000,12.2000000,276.6053100,0.0000000,840.1156900,12.3002130,28.1284140,12.2000000,28.1270084,12.2995983,12.2000000,0.9999500,
480.0000000,4800.0000000,12.2000000,307.4435800,0.0000000,825.6788000,12.3109690,28.0829180,12.2000000,27.6037702,12.1009205,12.2000000,0.9829381,
481.0000000,4810.0000000,12.2000000,202.3957500,0.0000000,754.6139300,12.2187590,28.0422280,12.2000000,27.9972959,12.1991808,12.2000000,0.9983977,
482.0000000,4820.0000000,12.2000000,133.6913100,0.0000000,719.2770400,12.1940970,28.0171190,12.2000000,28.6941598,12.4887704,12.2000000,1.0241653,
483.0000000,4830.0000000,12.2000000,98.4622160,0.0000000,727.1530600,12.1940480,27.9987860,12.2000000,27.6801742,12.0552860,12.2000000,0.9886205,
484.0000000,4840.0000000,12.2000000,149.1014700,0.0000000,770.9996700,12.1939980,27.9848530,12.2000000,27.9522642,12.1797979,12.2000000,0.9988355,
485.0000000,4850.0000000,12.2000000,181.7153100,0.0000000,810.5045100,12.1939440,27.9587560,12.2000000,27.9765674,12.2017123,12.2000000,1.0006371,
486.0000000,4860.0000000,12.2000000,192.7898900,0.0000000,830.0009200,12.1938880,27.9296930,12.2000000,27.9792045,12.2155043,12.2000000,1.0017727,
487.0000000,4870.0000000,12.2000000,79.2379160,0.0000000,789.2462200,12.1938330,27.9067030,12.2000000,28.0632612,12.2622411,12.2000000,1.0056101,
488.0000000,4880.0000000,12.2000000,75.0000260,0.0000000,746.3629900,12.1937810,27.8950650,12.2000000,28.4838149,12.4511415,12.2000000,1.0211059,
489.0000000,4890.0000000,12.2000000,75.0000000,0.0000000,740.7788100,12.1937320,27.8834800,12.2000000,28.3062767,12.3786253,12.2000000,1.0151630,
